"Mineralokortikoidai","mineralokortikoidai","sistemiskai-veikiantys-kortikosteroidai"
"Monoclonal antibodies","monoclonal-antibodies","antinavikiniai-vaistai"
"Moterims","moterims","maisto-papildai"
"Motoriką reguliuojantys","motorika-reguliuojantys","antispazminiai-anticholinerginiai-ir-motorika-reguliuojantys-vaistai"
"Mukolitikai","mukolitikai","vaistai-nuo-kosulio-ir-persalimo"
"Multivitaminai kartu su mineralais","multivitaminai-kartu-su-mineralais","vitaminai"
"Nakvišų aliejus","nakvisu-aliejus","maisto-papildai"
"Natris","natris","mineralines-medziagos"
"Natūralūs opijaus alkaloidai","naturalus-opijaus-alkaloidai","analgetikai"
"Ne nukleozidų atvirkštinės transriptazės inhibitoriai","ne-nukleozidu-atvirkstines-transriptazes-inhibitoriai","sistemiskai-veikiantys-priesvirusiniai-vaistai"
"Nervų sistemai","nervu-sistemai","maisto-papildai"
"Neselektyvūs beta adrenoblokatoriai","neselektyvus-beta-adrenoblokatoriai","beta-adrenoblokatoriai"
"Neselektyvūs monoaminų atgalinio sugražinimo inhibitoriai","neselektyvus-monoaminu-atgalinio-sugrazinimo-inhibitoriai","psichoanaleptikai"
"Nesteroidiniai priešuždegiminiai preparatai","nesteroidiniai-priesuzdegiminiai-preparatai","vaistai-akiu-ligoms-gydyti"
"Nesteroidiniai priešuždegiminiai preparatai vietiniam naudojmui","nesteroidiniai-priesuzdegiminiai-preparatai-vietiniam-naudojmui","vietiskai-vartojami-vaistai-sanariu-ir-raumenu-skausmui-malsinti"
"Neuraminidase inhibitors","neuraminidase-inhibitors","sistemiskai-veikiantys-priesvirusiniai-vaistai"
"Nitrofericianido dariniai","nitrofericianido-dariniai","kraujospudi-mazinantys-vaistai"
"Nitrofuran derivatives","nitrofuran-derivatives","sistemiskai-veikiantys-antibakteriniai-vaistai"
"Nitroimidazolo dariniai","nitroimidazolo-dariniai","antiprotozojiniai-vaistai"
"Nosinės, servetėlės","nosines-serveteles","higienos-priemones"
"Nukleozidai ir nukleotidai, neįskaitant atvirkštinės transkriptazės inhibitorių","nukleozidai-ir-nukleotidai-neiskaitant-atvirkstines-transkriptazes-inhibitoriu","sistemiskai-veikiantys-priesvirusiniai-vaistai"
"Nukleozidų atvirkštinės transriptazės inhibitoriai","nukleozidu-atvirkstines-transriptazes-inhibitoriai","sistemiskai-veikiantys-priesvirusiniai-vaistai"
"Odai,plaukams,nagams","odai-plaukams-nagams","maisto-papildai"
"Oksikamai","oksikamai","priesuzdegiminiai-ir-priesreumatiniai-vaistai"
"Oksitocinas ir dariniai","oksitocinas-ir-dariniai","hipofizes-ir-pagumburio-hormonai-bei-ju-analogai"
"Opijaus dariniai ir ekspektorantai","opijaus-dariniai-ir-ekspektorantai","vaistai-nuo-kosulio-ir-persalimo"
"Opioidiniai anestetikai","opioidiniai-anestetikai","anestetikai"
"Organinės rūgštys","organines-rugstys","priesinfekciniai-ir-antiseptiniai-ginekologiniai-vaistai"
"Organiniai nitratai","organiniai-nitratai","sirdi-veikiantys-vaistai"
"Osmoziniai vidurius paleidžiantys vaistai","osmoziniai-vidurius-paleidziantys-vaistai","vidurius-paleidziantys-vaistai"
"Osteoporozei","osteoporozei","maisto-papildai"
"Other anti-dementia drugs","other-anti-dementia-drugs","psichoanaleptikai"
"Other estrogens","other-estrogens","lytiniai-hormonai-ir-lytine-sistema-veikiantys-vaistai"
"Paaugliams","paaugliams","maisto-papildai"
"Padidintam fiziniam krūviui","padidintam-fiziniam-kruviui","maisto-papildai"
"Pakaitiniai alkilaminai","pakaitiniai-alkilaminai","rezorbcinio-veikimo-antihistamininiai-vaistai"
"Pakaitiniai etileno diaminai","pakaitiniai-etileno-diaminai","rezorbcinio-veikimo-antihistamininiai-vaistai"
"Papaverinas ir jo dariniai","papaverinas-ir-jo-dariniai","antispazminiai-anticholinerginiai-ir-motorika-reguliuojantys-vaistai"
"Papillomavirus vaccines","papillomavirus-vaccines","vakcinos"
"Paramagnetinės kontrastinės medžiagos","paramagnetines-kontrastines-medziagos","kontrastiniai-preparatai"
"Penicilaminas ir panašūs preparatai","penicilaminas-ir-panasus-preparatai","priesuzdegiminiai-ir-priesreumatiniai-vaistai"
"Penicilinų deriniai (įskaitant beta-laktamazės inhibitorius)","penicilinu-deriniai-iskaitant-beta-laktamazes-inhibitorius","sistemiskai-veikiantys-antibakteriniai-vaistai"
"Periferinio poveikio vaistai nutukimui gydyti","periferinio-poveikio-vaistai-nutukimui-gydyti","vaistai-nutukimui-gydyti-isskyrus-dietinius-produktus"
"Peroksidai","peroksidai","vaistai-spuogams-gydyti"
"Piperazino dariniai","piperazino-dariniai","rezorbcinio-veikimo-antihistamininiai-vaistai"
"Pirazolonai","pirazolonai","analgetikai"
"Piretrinai ir jų sintetiniai junginiai","piretrinai-ir-ju-sintetiniai-junginiai","isoriskai-naudojamos-ektoparazitocidiskos-medziagos"
"Pirimidinų analogai","pirimidinu-analogai","antinavikiniai-vaistai"
"Plataus veikimo spektro penicilinai","plataus-veikimo-spektro-penicilinai","sistemiskai-veikiantys-antibakteriniai-vaistai"
"Platinos dariniai","platinos-dariniai","antinavikiniai-vaistai"
"Plaukų priežiūros priemonės","plauku-prieziuros-priemones","kosmetines-priemones"
"Plazmos pakaitalai ir plazmos baltymų frakcijos","plazmos-pakaitalai-ir-plazmos-baltymu-frakcijos","plazmos-pakaitalai-ir-infuziniai-tirpalai"
"Pleistrai","pleistrai","tvarsliava"
"Pneumokokinės vakcinos","pneumokokines-vakcinos","vakcinos"
"Podofilotoksino dariniai","podofilotoksino-dariniai","antinavikiniai-vaistai"
"Pregneno (4) dariniai","pregneno-4-dariniai","lytiniai-hormonai-ir-lytine-sistema-veikiantys-vaistai"
"Prenadieno dariniai","prenadieno-dariniai","lytiniai-hormonai-ir-lytine-sistema-veikiantys-vaistai"
"Preparatai karieso profilaktikai","preparatai-karieso-profilaktikai","stomatologiniai-preparatai"
"Preparatai prieš rūkymą","preparatai-pries-rukyma","kiti-nervu-sistema-veikiantys-vaistai"
"Preparatai su heparinu vietiniam naudojimui","preparatai-su-heparinu-vietiniam-naudojimui","vazoprotektoriai"
"Preparatai su minkštu parafinu bei riebalais","preparatai-su-minkstu-parafinu-bei-riebalais","oda-minkstinantys-ir-apsaugantys-preparatai"
"Preparatai su salicilo rūgšties dariniais","preparatai-su-salicilo-rugsties-dariniais","vietiskai-vartojami-vaistai-sanariu-ir-raumenu-skausmui-malsinti"
"Preparatai su salicilo rūgštimi","preparatai-su-salicilo-rugstimi","oda-minkstinantys-ir-apsaugantys-preparatai"
"Preparatai su vietiniais anestetikais","preparatai-su-vietiniais-anestetikais","vazoprotektoriai"
"Prezervatyvai","prezervatyvai","seksualines-sveikatos-prekes"
"Priemonės akių priežiūrai","priemones-akiu-prieziurai","oftalmologiniai-gaminiai"
"Priemonės kontakt. lęšių priežiūrai","priemones-kontakt-lesiu-prieziurai","oftalmologiniai-gaminiai"
"Priemonės ligonio priežiūrai","priemones-ligonio-prieziurai","slaugos-priemones"
"Priešskydinės liaukos hormonai","priesskydines-liaukos-hormonai","kalcio-apykaita-veikiantys-vaistai"
"Priešuždegiminiai preparatai vaginaliniam naudojimui","priesuzdegiminiai-preparatai-vaginaliniam-naudojimui","kiti-ginekologiniai-vaistai"
"Priešvirusiniai","priesvirusiniai","antibiotikai-ir-chemoterapiniai-vaistai-odos-ligoms-gydyti"
"Probiotikai, prebiotikai","probiotikai-prebiotikai","maisto-papildai"
"Progestogenai","progestogenai","lytiniai-hormonai-ir-lytine-sistema-veikiantys-vaistai"
"Prolaktino inhibitoriai","prolaktino-inhibitoriai","kiti-ginekologiniai-vaistai"
"Propiono rūgšties dariniai","propiono-rugsties-dariniai","priesuzdegiminiai-ir-priesreumatiniai-vaistai"
"Prostaglandinai","prostaglandinai","sirdi-veikiantys-vaistai"
"Protein kinase inhibitors","protein-kinase-inhibitors","antinavikiniai-vaistai"
"Protonų siurblio inhibitoriai","protonu-siurblio-inhibitoriai","antacidiniai-vaistai-vaistai-opaligei-ir-viduriu-putimui-gydyti"
"Purino dariniai","purino-dariniai","periferiniai-vazodilatatoriai"
"Purinų analogai","purinu-analogai","antinavikiniai-vaistai"
"Rankų, nagų priežiūros priemonės","ranku-nagu-prieziuros-priemones","kosmetines-priemones"
"Reabilitacijos priemonės","reabilitacijos-priemones","slaugos-priemones"
"Rentgeno kontrastinės medžiagos su bario sulfatu","rentgeno-kontrastines-medziagos-su-bario-sulfatu","kontrastiniai-preparatai"
"Retinoidai","retinoidai","vaistai-spuogams-gydyti"
"Retinoidai skirti psoriazės gydymui","retinoidai-skirti-psoriazes-gydymui","vaistai-psoriazei-gydyti"
"Retinoidai vietiniam naudojimui","retinoidai-vietiniam-naudojimui","vaistai-spuogams-gydyti"
"Riebiųjų rūgščių dariniai","riebiuju-rugsciu-dariniai","antiepilepsiniai-vaistai"
"Rinkiniai","rinkiniai","arbatos"
"Rotavirusinės vakcinos","rotavirusines-vakcinos","vakcinos"
"Rusmenės glikozidai","rusmenes-glikozidai","sirdi-veikiantys-vaistai"
"Salicilo rūgštis ir jos dariniai","salicilo-rugstis-ir-jos-dariniai","analgetikai"
"Sąnariams","sanariams","maisto-papildai"
"Sauskelnės","sauskelnes","higienos-priemones"
"Second-generation cephalosporins","second-generation-cephalosporins","sistemiskai-veikiantys-antibakteriniai-vaistai"
"Selective estrogen receptor modulators","selective-estrogen-receptor-modulators","lytiniai-hormonai-ir-lytine-sistema-veikiantys-vaistai"
"Selektyvūs 5HT1-receptorių antagonistai","selektyvus-5ht1-receptoriu-antagonistai","analgetikai"
"Selektyvūs beta adrenoblokatoriai","selektyvus-beta-adrenoblokatoriai","beta-adrenoblokatoriai"
"Selektyvūs beta-2 adrenoreceptorų agonistai","selektyvus-beta-2-adrenoreceptoru-agonistai","antiastminiai-vaistai"
"Selektyvūs beta2 adrenoreceptorių agonistai","selektyvus-beta2-adrenoreceptoriu-agonistai","antiastminiai-vaistai"
"Selektyvūs imunosupresantai","selektyvus-imunosupresantai","imunosupresantai"
"Selektyvūs serotonino atgalinio sugražinimo inhibitoriai","selektyvus-serotonino-atgalinio-sugrazinimo-inhibitoriai","psichoanaleptikai"
"Serotonino antagonistas","serotonino-antagonistas","pykinima-ir-vemima-slopinantys-vaistai"
"Sidabro junginiai","sidabro-junginiai","antiseptikai-ir-dezinfekuojanciosios-medziagos"
"Sieros turintys imidazolo dariniai","sieros-turintys-imidazolo-dariniai","skydliauke-veikiantys-vaistai"
"Silpno poveikio kortikosteroidai (I grupė)","silpno-poveikio-kortikosteroidai-i-grupe","kortikosteroidai-odos-ligoms-gydyti"
"Silpno poveikio kortikosteroidai kartu su antibiotikais","silpno-poveikio-kortikosteroidai-kartu-su-antibiotikais","kortikosteroidai-odos-ligoms-gydyti"
"Simpatomimetikai","simpatomimetikai","vaistai-nosies-ligoms-gydyti"
"Simpatomimetikai ir kiti antiastminiai vaistai","simpatomimetikai-ir-kiti-antiastminiai-vaistai","antiastminiai-vaistai"
"Simpatomimetikai naudojami gleivinės paburkimo mažinimui","simpatomimetikai-naudojami-gleivines-paburkimo-mazinimui","vaistai-akiu-ligoms-gydyti"
"Simpatomimetikai skirti glaukomos gydymui","simpatomimetikai-skirti-glaukomos-gydymui","vaistai-akiu-ligoms-gydyti"
"Simpatomimetikai, gimdymo veiklą slopinantys","simpatomimetikai-gimdymo-veikla-slopinantys","kiti-ginekologiniai-vaistai"
"Sintetiniai anticholinerginiai, ketvirtiniai amonio junginiai","sintetiniai-anticholinerginiai-ketvirtiniai-amonio-junginiai","antispazminiai-anticholinerginiai-ir-motorika-reguliuojantys-vaistai"
"Sintetiniai anticholinerginiai, tretiniai aminai","sintetiniai-anticholinerginiai-tretiniai-aminai","antispazminiai-anticholinerginiai-ir-motorika-reguliuojantys-vaistai"
"Sintetiniai ovuliaciją stimuliuojantys vaistai","sintetiniai-ovuliacija-stimuliuojantys-vaistai","lytiniai-hormonai-ir-lytine-sistema-veikiantys-vaistai"
"Sisteminio veikimo priešgrybeliniai vaistai","sisteminio-veikimo-priesgrybeliniai-vaistai","priesgrybeliniai-vaistai-vartojami-odos-ligoms-gydyti"
"Skalsių alkaloidai","skalsiu-alkaloidai","periferiniai-vazodilatatoriai"
"Skydliaukės hormonai","skydliaukes-hormonai","skydliauke-veikiantys-vaistai"
"Smegenų veiklai","smegenu-veiklai","maisto-papildai"
"Somatropinas ir jo analogai","somatropinas-ir-jo-analogai","hipofizes-ir-pagumburio-hormonai-bei-ju-analogai"
"Somatropino išsiskyrimą slopinantys hormonai","somatropino-issiskyrima-slopinantys-hormonai","hipofizes-ir-pagumburio-hormonai-bei-ju-analogai"
"Specifiniai imunoglobulinai","specifiniai-imunoglobulinai","imuniniai-serumai-ir-imunoglobulinai"
"Stabligės vakcinos","stabliges-vakcinos","vakcinos"
"Stipraus poveikio kortikosteroidai (III grupė)","stipraus-poveikio-kortikosteroidai-iii-grupe","kortikosteroidai-odos-ligoms-gydyti"
"Stipraus poveikio kortikosteroidai kartu su antibiotikais","stipraus-poveikio-kortikosteroidai-kartu-su-antibiotikais","kortikosteroidai-odos-ligoms-gydyti"
"Streptomicinai","streptomicinai","sistemiskai-veikiantys-antibakteriniai-vaistai"
"Sukcinimido dariniai","sukcinimido-dariniai","antiepilepsiniai-vaistai"
"Sulfonamidai","sulfonamidai","antibiotikai-ir-chemoterapiniai-vaistai-odos-ligoms-gydyti"
"Sulfonamidai, gryni","sulfonamidai-gryni","diuretikai"
"Sulfonamidai, šlapalo dariniai","sulfonamidai-slapalo-dariniai","vaistai-diabetui-gydyti"
"Sulfonamidų ir trimetoprimo deriniai, įskaitant darinius","sulfonamidu-ir-trimetoprimo-deriniai-iskaitant-darinius","sistemiskai-veikiantys-antibakteriniai-vaistai"
"Svorio kontrolei","svorio-kontrolei","maisto-papildai"
"Šaldančios/šildančios priemonės","saldanciossildancios-priemones","pirmosios-pagalbos-priemones"
"Šiltinės vakcinos","siltines-vakcinos","vakcinos"
"Širdžiai","sirdziai","maisto-papildai"
"Šlapimo rūgšties sintezę slopinantys vaistai","slapimo-rugsties-sinteze-slopinantys-vaistai","priespodagriniai-vaistai"
"Šlapimo sistemai","slapimo-sistemai","maisto-papildai"
"Šunvyšnės alkaloidai, pusiau sintetiniai, ketvirtiniai amonio junginiai","sunvysnes-alkaloidai-pusiau-sintetiniai-ketvirtiniai-amonio-junginiai","antispazminiai-anticholinerginiai-ir-motorika-reguliuojantys-vaistai"
"Šunvyšnės alkaloidai, tretiniai aminai","sunvysnes-alkaloidai-tretiniai-aminai","antispazminiai-anticholinerginiai-ir-motorika-reguliuojantys-vaistai"
"Taksanai","taksanai","antinavikiniai-vaistai"
"Termometrai","termometrai","matuokliai-ir-kiti-el-prietaisai"
"Testai","testai","matuokliai-ir-kiti-el-prietaisai"
"Testosterono-5-alfa reduktazės inhibitoriai","testosterono-5-alfa-reduktazes-inhibitoriai","urologiniai-vaistai"
"Tetraciklinai","tetraciklinai","sistemiskai-veikiantys-antibakteriniai-vaistai"
"Tetraciklinas ir jo dariniai","tetraciklinas-ir-jo-dariniai","antibiotikai-ir-chemoterapiniai-vaistai-odos-ligoms-gydyti"
"Tetrahidropirimidino dariniai","tetrahidropirimidino-dariniai","antihelmintiniai-vaistai"
"Third-generation cephalosporins","third-generation-cephalosporins","sistemiskai-veikiantys-antibakteriniai-vaistai"
"Tiazidiniai diuretikai, gryni","tiazidiniai-diuretikai-gryni","diuretikai"
"Tiazolinedionai","tiazolinedionai","vaistai-diabetui-gydyti"
"Tiokarbamido dariniai","tiokarbamido-dariniai","priesmikobakteriniai-vaistai"
"Tioksanteno dariniai","tioksanteno-dariniai","psicholeptikai"
"Tirpalai parenteraliniam maitinimui","tirpalai-parenteraliniam-maitinimui","plazmos-pakaitalai-ir-infuziniai-tirpalai"
"Tirpalai sukeliantys osmozinę diurezę","tirpalai-sukeliantys-osmozine-diureze","plazmos-pakaitalai-ir-infuziniai-tirpalai"
"Tirpalai veikiantys elektrolitų balansą","tirpalai-veikiantys-elektrolitu-balansa","plazmos-pakaitalai-ir-infuziniai-tirpalai"
"Tirpikliai, Skiedikliai, įskaitant tirpalus praplovimams","tirpikliai-skiedikliai-iskaitant-tirpalus-praplovimams","visi-kiti-negydomieji-produktai"
"Tymų vakcinos","tymu-vakcinos","vakcinos"
"Tretiniai aminai","tretiniai-aminai","antiparkinsoniniai-vaistai"
"Triazolo dariniai","triazolo-dariniai","sistemiskai-veikiantys-priesgrybeliniai-vaistai"
"Trimetoprimas ir jo dariniai","trimetoprimas-ir-jo-dariniai","sistemiskai-veikiantys-antibakteriniai-vaistai"
"Trombocitų agregaciją slopinantys","trombocitu-agregacija-slopinantys","antitromboziniai-vaistai"
"Tulžies rūgščių preparatai","tulzies-rugsciu-preparatai","vaistai-tulzies-ir-kepenu-ligoms-gydyti"
"Tvarsčiai, marlė","tvarsciai-marle","tvarsliava"
"Urologiniaai antispazminiai","urologiniaai-antispazminiai","urologiniai-vaistai"
"Vaikams","vaikams","maisto-papildai"
"Vaikų higiena","vaiku-higiena","prekes-vaikams"
"Vaikų maistas","vaiku-maistas","prekes-vaikams"
"Vaistai hiperkalemijai gydyti","vaistai-hiperkalemijai-gydyti","visi-kiti-gydomieji-produktai"
"Vaistai kepenų ligoms gydyti","vaistai-kepenu-ligoms-gydyti","vaistai-tulzies-ir-kepenu-ligoms-gydyti"
"Vaistai naudojami esant erekcijos sutrikimams","vaistai-naudojami-esant-erekcijos-sutrikimams","urologiniai-vaistai"
"Vaistažolių","vaistazoliu","arbatos"
"Vaistinėlės","vaistineles","pirmosios-pagalbos-priemones"
"Vaistų deriniai tuberkuliozės gydymui","vaistu-deriniai-tuberkuliozes-gydymui","priesmikobakteriniai-vaistai"
"Vandenyje tirpios, nefrotropinės, didelės molekulinės masės rentgeno kontrastinės medžiag","vandenyje-tirpios-nefrotropines-dideles-molekulines-mases-rentgeno-kontrastines-medziag","kontrastiniai-preparatai"
"Vandenyje tirpios, nefrotropinės, mažos molekulinės masės rentgeno kontrastinės medžiagos","vandenyje-tirpios-nefrotropines-mazos-molekulines-mases-rentgeno-kontrastines-medziagos","kontrastiniai-preparatai"
"Vatos diskeliai, krapštukai, mentelės","vatos-diskeliai-krapstukai-menteles","higienos-priemones"
"Vazopresinas ir analogai","vazopresinas-ir-analogai","hipofizes-ir-pagumburio-hormonai-bei-ju-analogai"
"Veido priežiūros priemonės","veido-prieziuros-priemones","kosmetines-priemones"
"Vėjaraupių vakcinos","vejaraupiu-vakcinos","vakcinos"
"Vibraciniai žiedai","vibraciniai-ziedai","seksualines-sveikatos-prekes"
"Vidurių pūtimą mažinantys vaistai","viduriu-putima-mazinantys-vaistai","antacidiniai-vaistai-vaistai-opaligei-ir-viduriu-putimui-gydyti"
"Vidutinio stiprumo kortikosteroidai (II grupė)","vidutinio-stiprumo-kortikosteroidai-ii-grupe","kortikosteroidai-odos-ligoms-gydyti"
"Vidutinio stiprumo kortikosteroidai kartu su antiseptikais","vidutinio-stiprumo-kortikosteroidai-kartu-su-antiseptikais","kortikosteroidai-odos-ligoms-gydyti"
"Vidutiniškai ilgai veikiantys insulinai ir jų analogai","vidutiniskai-ilgai-veikiantys-insulinai-ir-ju-analogai","vaistai-diabetui-gydyti"
"Vienkartinės paklodės, paklotai, klijuotės","vienkartines-paklodes-paklotai-klijuotes","slaugos-priemones"
"Vietiniai anestetikai","vietiniai-anestetikai","vaistai-akiu-ligoms-gydyti"
"Vietiniai hemostatikai","vietiniai-hemostatikai","antihemoraginiai-vaistai"
"Vietinio poveikio antiseptikai burnai","vietinio-poveikio-antiseptikai-burnai","stomatologiniai-preparatai"
"Vinca alkaloidai ir jų analogai","vinca-alkaloidai-ir-ju-analogai","antinavikiniai-vaistai"
"Virškinimui","virskinimui","maisto-papildai"
"Vit.C preparatai","vit-c-preparatai","maisto-papildai"
"Vit.K antagonistai","vit-k-antagonistai","antitromboziniai-vaistai"
"Vitaminai","vitaminai","plazmos-pakaitalai-ir-infuziniai-tirpalai"
"Vitaminai ir Mineralai","vitaminai-ir-mineralai","maisto-papildai"
"Vitaminai, kiti deriniai","vitaminai-kiti-deriniai","vitaminai"
"Vitaminas A, grynas","vitaminas-a-grynas","vitaminai"
"Vitaminas B1 kartu su vit.B6 ir/arba vit.B12","vitaminas-b1-kartu-su-vit-b6-irarba-vit-b12","vitaminai"
"Vitaminas B1, grynas","vitaminas-b1-grynas","vitaminai"
"Vitaminas B12 (cianokobalaminas ir jo dariniai)","vitaminas-b12-cianokobalaminas-ir-jo-dariniai","antianeminiai-vaistai"
"Vitaminas C, grynas","vitaminas-c-grynas","vitaminai"
"Vitaminas D ir jo analogai","vitaminas-d-ir-jo-analogai","vitaminai"
"Vitaminas K","vitaminas-k","antihemoraginiai-vaistai"
"Vitaminų B kompleksas, grynas","vitaminu-b-kompleksas-grynas","vitaminai"
"Vyrams","vyrams","maisto-papildai"
"Vyresniems","vyresniems","maisto-papildai"
"Žaislai","zaislai","prekes-vaikams"
"Žarnyno adsorbentai, anglies preparatai","zarnyno-adsorbentai-anglies-preparatai","antidiarejiniai-vaistai-vaistai-zarnyno-infekcinems-ir-uzdegiminems-ligoms-gydyti"
"Žarnyno adsorbentai, kiti","zarnyno-adsorbentai-kiti","antidiarejiniai-vaistai-vaistai-zarnyno-infekcinems-ir-uzdegiminems-ligoms-gydyti"
"Žarnyno motoriką slopinantys","zarnyno-motorika-slopinantys","antidiarejiniai-vaistai-vaistai-zarnyno-infekcinems-ir-uzdegiminems-ligoms-gydyti"
"Žindukai, čiulptukai, kramtukai","zindukai-ciulptukai-kramtukai","prekes-vaikams"
"Žuvų taukai","zuvu-taukai","maisto-papildai"
